entropy,label,error
5.0434256,3.632643938064575,3.446167230606079
6.238325,9.408935546875,3.4383492469787598
5.8636303,4.560665607452393,3.427419662475586
5.0751734,8.886056900024414,3.40665864944458
6.190316,8.853872299194336,3.3819375038146973
5.777653,4.3979387283325195,3.3627047538757324
5.407172,7.931814193725586,3.301816940307617
5.918893,6.999566078186035,3.2902748584747314
6.0567837,4.724225997924805,3.2757062911987305
5.869296,4.9030866622924805,3.2747488021850586
5.407172,7.416801452636719,3.2377562522888184
5.8493247,8.494850158691406,3.1972060203552246
6.238326,8.982966423034668,3.1967577934265137
6.238326,4.3979387283325195,3.15822172164917
5.407172,7.954677104949951,3.1559362411499023
5.4510384,8.376750946044922,3.153808116912842
6.2324476,9.522878646850586,3.142245292663574
6.0354824,4.499998569488525,3.0853052139282227
6.238326,5.055512428283691,3.076565742492676
6.238326,4.301029205322266,3.049881935119629
6.1312275,9.886056900024414,3.04555082321167
5.968708,9.454692840576172,3.021890640258789
5.5759497,5.175867557525635,3.021218776702881
6.238325,2.92081880569458,2.991964817047119
6.0567837,5.021358489990234,2.978573799133301
6.238326,3.013228178024292,2.972820997238159
6.0354824,4.690005779266357,2.970456123352051
6.238324,8.408935546875,2.964508533477783
6.238326,9.221848487854004,2.9451870918273926
5.918895,9.698969841003418,2.9426403045654297
5.777653,4.366530418395996,2.9414591789245605
6.0354824,8.866460800170898,2.939892292022705
6.098075,4.799997329711914,2.9394593238830566
6.066107,9.991399765014648,2.9229254722595215
5.5606823,5.255699157714844,2.918604850769043
6.238326,9.154901504516602,2.909123420715332
6.0112667,4.109997749328613,2.905761241912842
6.0354824,4.27002477645874,2.8901872634887695
5.8861036,4.3979387283325195,2.887746810913086
5.4510384,9.638272285461426,2.881701946258545
6.238326,5.0721116065979,2.8550891876220703
6.238326,5.2839884757995605,2.8480896949768066
5.5645194,5.146295547485352,2.845827579498291
6.238325,8.387216567993164,2.8430323600769043
6.238326,5.1426615715026855,2.8397016525268555
6.023447,4.989992618560791,2.834105968475342
5.407172,7.460923671722412,2.8309264183044434
6.238324,5.050605297088623,2.825510025024414
6.2383246,3.045757532119751,2.824883222579956
6.238326,5.3979291915893555,2.8226051330566406
6.238325,2.6382720470428467,2.8214643001556396
6.03548,4.099998474121094,2.815310001373291
6.03548,4.09999942779541,2.8153090476989746
5.937536,4.3979387283325195,2.809782028198242
6.238326,8.853872299194336,2.805131435394287
6.238324,8.698969841003418,2.796469211578369
5.7365727,9.657577514648438,2.7933716773986816
6.238326,4.519991397857666,2.7807273864746094
6.238324,5.096904754638672,2.7792105674743652
5.666426,9.806875228881836,2.776644229888916
6.1675153,4.659990310668945,2.75419282913208
6.098075,4.929996013641357,2.7527451515197754
6.238325,9.866460800170898,2.7497477531433105
6.059123,3.467245578765869,2.744929790496826
6.238324,5.022271633148193,2.741374969482422
5.7776537,4.568634510040283,2.7393503189086914
5.6733236,2.5590908527374268,2.739072561264038
6.238325,8.677781105041504,2.7356534004211426
6.238326,5.1958537101745605,2.73134708404541
6.045005,4.522877216339111,2.7240285873413086
6.238326,5.204113006591797,2.723087787628174
6.238324,5.154895782470703,2.721219539642334
6.238326,9.698969841003418,2.719508647918701
6.066109,9.962573051452637,2.713805675506592
6.131227,9.853872299194336,2.711900234222412
5.4467373,3.263603448867798,2.698408842086792
6.238326,9.677781105041504,2.698319911956787
6.0890446,4.558774948120117,2.688199996948242
6.238326,9.657577514648438,2.6781163215637207
6.238326,5.4559197425842285,2.6761584281921387
6.144186,4.899996757507324,2.6745095252990723
5.9506426,5.100009918212891,2.6728949546813965
6.098075,5.359990119934082,2.664579391479492
5.6733236,2.6575772762298584,2.6405861377716064
6.238326,9.619789123535156,2.6403279304504395
6.238326,9.795880317687988,2.6329989433288574
6.238324,5.244117736816406,2.631997585296631
6.238325,8.585026741027832,2.63173246383667
5.0434246,4.3196635246276855,2.6307811737060547
6.238325,5.214663028717041,2.629093647003174
5.9506416,4.429998874664307,2.6233367919921875
6.238324,5.259629249572754,2.616486072540283
6.238326,5.36652135848999,2.615841865539551
6.238326,5.33723258972168,2.606020450592041
6.238324,5.2757158279418945,2.6003994941711426
5.968708,9.048662185668945,2.5984344482421875
6.238324,5.065496444702148,2.597679615020752
5.5645204,5.394684314727783,2.597440242767334
6.238326,5.5375871658325195,2.5944910049438477
5.564521,9.698969841003418,2.5943150520324707
6.194405,3.0999999046325684,2.5941524505615234
6.238324,5.2839884757995605,2.5921268463134766
6.098075,5.2099928855896,2.58978271484375
6.238326,8.508638381958008,2.58939790725708
5.777653,4.7212443351745605,2.586745262145996
6.238326,5.3979291915893555,2.5844340324401855
6.238325,8.886056900024414,2.5823826789855957
6.238325,8.508638381958008,2.5823135375976562
6.023447,9.29242992401123,2.58168363571167
6.238325,9.0,2.579160213470459
6.075344,5.920782566070557,2.575904607772827
6.238324,5.301021099090576,2.575094223022461
5.3181205,3.0,2.5737438201904297
6.238325,8.677781105041504,2.5718111991882324
6.2383246,9.031517028808594,2.571718692779541
6.238326,9.537602424621582,2.5581412315368652
5.8493247,7.850780963897705,2.5531368255615234
6.2185993,8.657577514648438,2.550443172454834
6.238326,9.522878646850586,2.543417453765869
6.238326,4.585024833679199,2.538238048553467
5.7776527,4.744725227355957,2.524125576019287
5.5606813,5.747122764587402,2.513432502746582
6.238325,4.344860553741455,2.511651039123535
6.113682,9.746177673339844,2.511219024658203
6.190316,9.075203895568848,2.502257823944092
6.238326,9.481486320495605,2.5020251274108887
6.238324,5.376740455627441,2.4993748664855957
5.4467373,4.301029205322266,2.4958786964416504
5.713733,6.584859848022461,2.489175319671631
6.238326,5.494836330413818,2.4875268936157227
6.238326,9.455931663513184,2.476470470428467
5.9188943,9.698969841003418,2.476200580596924
6.144186,5.100009918212891,2.474496364593506
6.144186,9.602060317993164,2.4653239250183105
5.883322,9.787546157836914,2.456320285797119
5.820084,8.094743728637695,2.4517102241516113
5.9610047,9.920818328857422,2.445375919342041
5.0106354,9.752026557922363,2.4447336196899414
5.8636303,4.735179901123047,2.441558361053467
6.238326,5.36652135848999,2.4402990341186523
6.008813,5.170046806335449,2.4365148544311523
6.023447,9.40326976776123,2.4340319633483887
6.098075,5.62998104095459,2.430967330932617
6.238326,5.7212233543396,2.4303765296936035
5.8636303,5.086180686950684,2.426393985748291
6.238324,5.096904754638672,2.4214930534362793
4.682132,5.638253211975098,2.4196579456329346
6.0354824,5.289874076843262,2.4175028800964355
6.238324,5.34677791595459,2.4168686866760254
6.238326,9.173925399780273,2.4167075157165527
6.2205896,8.522878646850586,2.414071559906006
6.238326,8.408935546875,2.4082794189453125
5.379898,4.418504238128662,2.407759666442871
6.1355653,8.677781105041504,2.4068965911865234
5.8021183,3.522878646850586,2.4047255516052246
6.167516,3.820000171661377,2.396571159362793
6.190316,8.96778392791748,2.3948378562927246
5.4467373,3.7033345699310303,2.386003255844116
5.828946,4.958603382110596,2.3810386657714844
6.238326,5.6020426750183105,2.3803205490112305
4.905276,4.075720310211182,2.377225875854492
6.238324,8.795880317687988,2.3759827613830566
6.077642,9.924452781677246,2.3755836486816406
5.2933044,4.886053085327148,2.3741564750671387
6.2085905,4.557518482208252,2.363269805908203
6.238324,2.3705904483795166,2.357187509536743
6.238324,5.52286434173584,2.3532509803771973
6.098075,5.199993133544922,2.3484368324279785
6.238325,5.376740455627441,2.3482441902160645
6.098075,3.0,2.346445083618164
6.238324,5.420205116271973,2.3434414863586426
5.869298,6.114017009735107,2.3386664390563965
6.238324,5.01772403717041,2.337952136993408
4.905275,7.882728576660156,2.329714775085449
6.238326,5.7212233543396,2.3182263374328613
5.5759497,4.368555068969727,2.318136692047119
5.869299,5.6020426750183105,2.3149795532226562
5.4764643,9.154901504516602,2.3108062744140625
6.238326,3.6777803897857666,2.3082687854766846
6.238326,5.823879718780518,2.3081984519958496
6.135567,8.508638381958008,2.3064870834350586
6.1717014,5.189962387084961,2.3030104637145996
6.2324476,8.387216567993164,2.3003973960876465
6.1180973,4.522877216339111,2.2983522415161133
6.238325,5.148735523223877,2.292814254760742
6.190316,9.092588424682617,2.290820598602295
6.238326,7.1864190101623535,2.2891035079956055
6.1180973,4.522877216339111,2.283641815185547
6.238325,7.954677104949951,2.276172637939453
6.238326,7.407823085784912,2.2757434844970703
5.940172,5.7212233543396,2.2723069190979004
6.102559,9.677781105041504,2.2711620330810547
6.0354834,9.136676788330078,2.265380382537842
6.1003194,4.259636402130127,2.2638940811157227
6.144186,10.0,2.261634349822998
6.238324,3.301029920578003,2.2609689235687256
6.2085905,4.665544033050537,2.255244255065918
5.8833227,4.849996566772461,2.2528939247131348
6.023447,9.220990180969238,2.2517523765563965
6.0354824,5.399989128112793,2.2505812644958496
6.1355634,8.508638381958008,2.241046905517578
6.238325,5.200652599334717,2.2408971786499023
5.8493247,7.536107063293457,2.2384629249572754
6.238325,4.638270378112793,2.2370052337646484
6.0354824,5.349989891052246,2.235313892364502
6.0354824,3.499999761581421,2.2329909801483154
5.869297,6.230548858642578,2.232767105102539
6.1717005,5.44998836517334,2.226332187652588
6.238325,5.376740455627441,2.22548246383667
6.1800156,8.795880317687988,2.223132610321045
6.238326,8.356547355651855,2.218787670135498
6.238324,5.657557487487793,2.218557834625244
5.9661474,5.729976177215576,2.2166948318481445
5.733341,8.853872299194336,2.2105460166931152
5.5606823,5.9585676193237305,2.203566551208496
5.5606823,6.050561428070068,2.1990151405334473
6.144186,9.999956130981445,2.194653034210205
6.190316,5.099994659423828,2.1942458152770996
5.8833227,3.299999952316284,2.193312406539917
5.840641,4.3979387283325195,2.190199851989746
6.238325,9.236572265625,2.1900978088378906
6.232449,3.0,2.185739517211914
5.8833227,9.66353988647461,2.1799445152282715
6.238326,9.08092212677002,2.179659366607666
6.238326,9.148741722106934,2.169280529022217
5.8833227,4.399998664855957,2.1684536933898926
6.238326,5.698948383331299,2.164669990539551
5.505332,9.939302444458008,2.1637415885925293
6.098075,5.299991607666016,2.1628146171569824
5.0434256,4.1106977462768555,2.1611618995666504
6.1355634,8.346787452697754,2.1600680351257324
4.919981,9.397939682006836,2.1584935188293457
6.238326,8.677781105041504,2.154520034790039
6.075345,3.0409586429595947,2.1544058322906494
6.238324,8.677781105041504,2.1518707275390625
6.238324,6.568475246429443,2.1514434814453125
5.910797,9.602060317993164,2.1480650901794434
6.0354824,3.5999999046325684,2.14373779296875
5.5759497,6.332453727722168,2.141627311706543
5.7430034,6.229074478149414,2.1399106979370117
6.139886,8.508638381958008,2.1385984420776367
6.238326,5.33723258972168,2.1363449096679688
6.1355653,8.387216567993164,2.1336073875427246
5.8493247,7.430625915527344,2.132981777191162
5.869298,6.300943374633789,2.1326026916503906
6.238325,8.677781105041504,2.1324892044067383
5.940172,5.657557487487793,2.127594470977783
6.238326,6.008729457855225,2.1233487129211426
6.238325,4.3979387283325195,2.1178393363952637
6.054439,4.07058048248291,2.1173605918884277
6.238326,8.677781105041504,2.1121912002563477
6.238324,5.4559197425842285,2.1085004806518555
5.7776527,4.376749515533447,2.108421802520752
6.0354824,5.499986171722412,2.1083669662475586
6.238325,5.468508243560791,2.106588363647461
5.762052,9.365522384643555,2.102660655975342
5.855072,9.301030158996582,2.101571559906006
6.238326,5.060475826263428,2.1013450622558594
6.238326,5.886023044586182,2.0963401794433594
6.238325,3.190000057220459,2.0958290100097656
6.2383265,8.677781105041504,2.094700336456299
5.869299,5.823879718780518,2.093142032623291
5.5606823,2.698970079421997,2.0922815799713135
6.066109,9.97881031036377,2.0920796394348145
6.052089,5.515401363372803,2.0897979736328125
5.918895,8.19314193725586,2.0888471603393555
5.575949,5.376740455627441,2.088669776916504
6.238326,4.698967933654785,2.087655544281006
6.190316,8.886056900024414,2.084289073944092
6.0354824,5.531637668609619,2.0826354026794434
6.098075,5.949960708618164,2.0815515518188477
5.0434246,9.267605781555176,2.0806822776794434
5.5606813,6.180390357971191,2.080164909362793
5.7620525,9.036211967468262,2.077390193939209
6.238325,5.060475826263428,2.0756425857543945
6.190316,5.339990615844727,2.072152614593506
6.238325,5.399989128112793,2.070647716522217
6.238326,8.677781105041504,2.069279670715332
6.238325,5.657557487487793,2.067427158355713
5.968707,9.048662185668945,2.067044258117676
6.238324,8.154901504516602,2.06172513961792
6.008814,5.447319507598877,2.0615463256835938
6.1717014,5.44998836517334,2.0600595474243164
6.238325,7.600326061248779,2.0561418533325195
6.238324,5.481472969055176,2.053438663482666
5.8998976,7.235823631286621,2.051927089691162
6.098075,5.399989128112793,2.0461668968200684
6.1903152,5.459987163543701,2.0451202392578125
6.1717014,5.44998836517334,2.0429844856262207
5.505332,9.991399765014648,2.0428080558776855
6.238326,9.481486320495605,2.042484760284424
6.238324,8.113509178161621,2.035022735595703
6.238325,9.251811981201172,2.0336055755615234
6.238326,9.468521118164062,2.029519557952881
6.238325,4.3979387283325195,2.0287680625915527
5.857934,8.508638381958008,2.0278820991516113
6.2383246,8.568635940551758,2.027708053588867
6.023447,8.995678901672363,2.0264406204223633
6.0354824,8.19314193725586,2.024679660797119
6.1675153,9.142667770385742,2.0176544189453125
6.098075,5.199993133544922,2.0157999992370605
6.238325,4.698967933654785,2.0151848793029785
6.238325,3.1118204593658447,2.0142152309417725
6.238324,8.431797981262207,2.0119004249572754
6.238325,4.3979387283325195,2.011500358581543
6.0354824,5.500298976898193,2.0042800903320312
5.777653,5.207601070404053,2.000607490539551
6.023447,5.990081787109375,1.998537540435791
6.238325,2.5295894145965576,1.9981119632720947
6.238326,3.0,1.9975886344909668
5.4337225,9.301030158996582,1.9950881004333496
6.238326,9.431797981262207,1.9927964210510254
6.238324,5.207601070404053,1.9924650192260742
6.238326,9.976336479187012,1.9889216423034668
5.869296,6.477425575256348,1.9858903884887695
6.098075,5.839970111846924,1.9833950996398926
5.9989357,4.3979387283325195,1.9736557006835938
6.2126064,3.2291479110717773,1.9693288803100586
5.0434246,6.180390357971191,1.9623212814331055
6.238326,4.301029205322266,1.9589362144470215
6.238324,5.552826404571533,1.956193447113037
6.098075,9.645891189575195,1.94917631149292
6.238326,8.920818328857422,1.941357135772705
6.238326,5.086180686950684,1.9384169578552246
6.238325,4.499995708465576,1.9383225440979004
5.966147,7.458795547485352,1.9374308586120605
6.238326,8.42021656036377,1.93742036819458
5.840641,5.698948383331299,1.9353408813476562
5.720312,8.74472713470459,1.9341769218444824
5.869298,6.537452220916748,1.933887004852295
5.8998976,6.986741542816162,1.932906150817871
5.869298,6.508498191833496,1.931631088256836
5.720312,6.537452220916748,1.9309182167053223
6.238326,9.366531372070312,1.9275307655334473
5.7462025,8.193819999694824,1.9258108139038086
6.098075,9.746177673339844,1.9249725341796875
6.0354815,5.663520336151123,1.9238853454589844
6.238325,8.853872299194336,1.9207863807678223
6.120298,4.760097503662109,1.9177203178405762
6.238325,5.52286434173584,1.9172086715698242
6.1717014,5.069994926452637,1.9147391319274902
6.1355634,4.958603382110596,1.9144682884216309
5.8998976,6.769295692443848,1.9131836891174316
5.720312,6.481354713439941,1.9126863479614258
6.0354824,4.339999198913574,1.912564754486084
6.238324,5.619770526885986,1.9084954261779785
5.0434256,2.8538718223571777,1.9053831100463867
5.5645194,9.568635940551758,1.903669834136963
4.9272537,8.508638381958008,1.9032220840454102
6.0935698,5.022271633148193,1.9020919799804688
6.023447,9.619789123535156,1.9011116027832031
6.190316,5.299991607666016,1.9004969596862793
6.238324,5.2839884757995605,1.898519515991211
6.0567837,9.723538398742676,1.8976712226867676
4.9126544,4.494848728179932,1.8967533111572266
6.144186,5.599982261657715,1.8921074867248535
6.238326,8.468521118164062,1.887519359588623
5.869298,6.60188627243042,1.8870301246643066
5.590987,3.0,1.8865108489990234
6.238326,4.301029205322266,1.8861870765686035
6.1355634,8.040958404541016,1.8856043815612793
5.966147,8.094743728637695,1.8836188316345215
6.238325,9.091514587402344,1.8834757804870605
6.238326,8.982966423034668,1.8797917366027832
6.238326,9.318758964538574,1.8797574043273926
6.1003175,4.301029205322266,1.8786969184875488
6.098075,8.389339447021484,1.8770780563354492
6.238324,8.091514587402344,1.8757243156433105
6.1717005,5.749975204467773,1.8754210472106934
4.6821322,2.522878646850586,1.8719658851623535
6.238326,7.160521984100342,1.8667216300964355
5.0434256,4.66154146194458,1.8664989471435547
6.238326,9.725842475891113,1.864774227142334
6.238324,5.236564636230469,1.8594555854797363
6.0354824,4.469998836517334,1.8585376739501953
6.238325,5.74470329284668,1.8575196266174316
6.238326,5.148735523223877,1.8541045188903809
4.919982,8.508638381958008,1.8538689613342285
6.238326,9.29242992401123,1.8534283638000488
6.0354824,5.699978828430176,1.8529796600341797
6.173787,4.389338970184326,1.8521132469177246
6.2383265,5.8538408279418945,1.8473315238952637
6.238326,9.28399658203125,1.8449950218200684
6.098075,9.588379859924316,1.8416647911071777
5.777653,5.920782566070557,1.8398618698120117
6.238326,4.459994792938232,1.8398585319519043
6.238326,6.292344570159912,1.839733600616455
6.238326,4.301029205322266,1.838496208190918
6.238326,5.292421340942383,1.8373980522155762
5.8998976,7.228412628173828,1.83671236038208
6.0210238,6.199213981628418,1.8315773010253906
6.238326,7.16304349899292,1.8303518295288086
6.238326,9.267605781555176,1.8286042213439941
6.232447,6.999566078186035,1.825930118560791
6.238326,5.33723258972168,1.825645923614502
6.238325,6.999566078186035,1.825512409210205
6.1717005,5.8599700927734375,1.8250079154968262
6.0354824,5.929962158203125,1.823387622833252
5.0434246,9.154901504516602,1.8230671882629395
6.238324,9.602060317993164,1.821619987487793
6.1355653,8.070581436157227,1.816972255706787
6.0354824,8.094743728637695,1.8113884925842285
6.238325,7.213958740234375,1.8112702369689941
5.9107966,6.721017837524414,1.8109402656555176
6.238326,8.537602424621582,1.80973482131958
6.0354824,8.769551277160645,1.8090519905090332
6.238326,4.130943775177002,1.8078842163085938
6.135564,8.148741722106934,1.8052029609680176
6.238324,5.9585676193237305,1.8050789833068848
5.5606813,9.723538398742676,1.8023180961608887
6.098075,8.866460800170898,1.8018040657043457
6.1025586,9.455931663513184,1.8015398979187012
5.968709,9.221125602722168,1.799452304840088
6.238326,6.113452911376953,1.7971978187561035
6.0112658,4.409993648529053,1.7971649169921875
6.1377273,9.214670181274414,1.796565055847168
5.968708,8.677781105041504,1.7950072288513184
6.238324,5.769525527954102,1.7948946952819824
6.238324,9.638272285461426,1.7938637733459473
6.1820855,5.167484760284424,1.7936992645263672
6.238326,4.10790491104126,1.79353666305542
6.188263,5.408924102783203,1.791999340057373
6.232447,2.2291479110717773,1.7911224365234375
5.7776537,5.5171122550964355,1.790872573852539
6.1758676,5.187079906463623,1.7891273498535156
5.09375,6.2839131355285645,1.7877392768859863
6.238326,6.346691131591797,1.7853870391845703
5.9687076,5.901321887969971,1.7853798866271973
6.238325,7.718966484069824,1.7853412628173828
6.0354824,5.799973487854004,1.7853302955627441
6.238326,8.455931663513184,1.7843732833862305
6.238325,9.045757293701172,1.7830510139465332
5.869298,6.657380104064941,1.7827491760253906
6.238325,8.920818328857422,1.7824978828430176
6.238325,5.154895782470703,1.7824387550354004
5.5606823,6.420102119445801,1.781580924987793
6.238326,2.8538718223571777,1.780935287475586
6.238326,3.301029920578003,1.770488977432251
6.238324,5.7958526611328125,1.7685675621032715
6.238326,8.795880317687988,1.7640891075134277
6.238325,5.161144733428955,1.757948875427246
6.188263,5.443685531616211,1.7572393417358398
5.7104273,7.954677104949951,1.7550253868103027
6.1355653,5.917178630828857,1.754429817199707
6.238326,6.229074478149414,1.753288745880127
5.8833227,4.989995956420898,1.7507333755493164
6.238326,5.119180679321289,1.7505927085876465
6.238326,5.36652135848999,1.750044822692871
5.7300997,6.6987528800964355,1.7480378150939941
5.918895,9.854493141174316,1.744729995727539
5.5606813,6.275642395019531,1.743448257446289
6.238326,8.431797981262207,1.742995262145996
6.238324,4.537600517272949,1.7422194480895996
6.144186,8.721246719360352,1.7419676780700684
5.713732,5.065496444702148,1.7393698692321777
6.238324,5.161144733428955,1.7377204895019531
5.9107966,6.568475246429443,1.7375049591064453
6.238326,4.301029205322266,1.7373733520507812
5.968707,6.019496917724609,1.7371487617492676
6.238326,8.214670181274414,1.7368221282958984
6.238326,5.055512428283691,1.7338619232177734
6.238325,8.229147911071777,1.7310943603515625
6.238326,7.718966484069824,1.730236530303955
6.2383246,8.28399658203125,1.7284317016601562
6.070738,4.519991397857666,1.728161334991455
5.7333403,4.638270378112793,1.7256989479064941
5.733341,8.346787452697754,1.7244319915771484
5.4510384,9.619789123535156,1.7220120429992676
6.238325,6.267525672912598,1.7206034660339355
5.5606813,9.638272285461426,1.7170519828796387
6.238325,5.193813323974609,1.7167611122131348
6.238325,5.886023044586182,1.7161998748779297
6.194405,3.499999761581421,1.715386152267456
6.0497327,8.040958404541016,1.7124295234680176
6.238326,7.954677104949951,1.711275577545166
6.238324,5.113503456115723,1.7105998992919922
5.5606813,9.397939682006836,1.709383487701416
5.5759497,5.481472969055176,1.70676851272583
5.8464375,5.259629249572754,1.7050118446350098
5.568345,5.8538408279418945,1.7029685974121094
6.238325,6.52273416519165,1.7028379440307617
6.238325,5.638253211975098,1.7019343376159668
6.238325,3.7798917293548584,1.7002894878387451
6.0354824,7.398918151855469,1.697655200958252
6.232449,3.698969841003418,1.6971192359924316
5.883322,4.699997901916504,1.6969599723815918
5.5606823,6.481354713439941,1.6934518814086914
6.238326,9.522878646850586,1.69295072555542
6.0354805,7.398918151855469,1.6922216415405273
6.001415,8.677781105041504,1.69189453125
4.919981,8.886056900024414,1.6917786598205566
5.968708,9.136082649230957,1.6916909217834473
6.238326,5.28818416595459,1.6906628608703613
4.6821322,2.522878646850586,1.690535068511963
6.190316,8.886056900024414,1.6904540061950684
5.8998976,7.507239818572998,1.6894330978393555
6.238326,8.638272285461426,1.6887545585632324
6.238324,7.917214393615723,1.6878347396850586
6.0038857,2.0001304149627686,1.6870405673980713
6.238325,5.823879718780518,1.686784267425537
6.0038857,2.000434398651123,1.6867365837097168
6.1047926,8.537602424621582,1.6867270469665527
5.897155,6.201280117034912,1.6864585876464844
4.905275,7.308918476104736,1.6862115859985352
5.5606823,5.7958526611328125,1.6862092018127441
6.238326,7.583359718322754,1.6859745979309082
6.238325,3.801342725753784,1.6858651638031006
6.0354824,5.669971942901611,1.685229778289795
5.9506426,7.6556077003479,1.6839065551757812
5.9107966,6.584859848022461,1.6835417747497559
6.0354824,8.866460800170898,1.681107521057129
5.9687076,6.064442157745361,1.6715564727783203
6.1758676,5.119180679321289,1.6712393760681152
5.713732,5.13667106628418,1.66819429397583
5.9107966,7.825649261474609,1.6680588722229004
5.5606823,6.508498191833496,1.6663084030151367
5.7776537,5.642045974731445,1.6659388542175293
5.8998976,6.508498191833496,1.6654858589172363
6.1717005,5.089994430541992,1.6652188301086426
6.1180973,5.359012126922607,1.6651673316955566
6.190316,8.214670181274414,1.6631546020507812
6.238326,7.954677104949951,1.6618595123291016
6.238326,8.148741722106934,1.661529541015625
6.194405,3.499999761581421,1.65993332862854
6.238326,8.795880317687988,1.658299446105957
6.238325,8.677781105041504,1.657860279083252
6.238325,8.795880317687988,1.657559871673584
6.0354824,7.797239303588867,1.6573710441589355
5.5606823,9.627087593078613,1.656440258026123
6.238326,5.199963569641113,1.65610933303833
6.232449,7.39685583114624,1.654571533203125
6.238326,8.920818328857422,1.6537909507751465
6.238325,8.585026741027832,1.6519408226013184
6.238326,5.494836330413818,1.6519136428833008
6.011267,4.3299946784973145,1.651747703552246
6.0063534,5.04575252532959,1.6506423950195312
6.238326,7.821022987365723,1.6505036354064941
6.238324,5.173918724060059,1.6501846313476562
6.113682,8.823908805847168,1.6501622200012207
5.7430034,6.7956085205078125,1.6483936309814453
5.869298,6.823619365692139,1.6477198600769043
6.238325,3.709965229034424,1.644946575164795
5.869298,6.8443603515625,1.644556999206543
6.238326,5.334409713745117,1.644437313079834
6.238326,5.74470329284668,1.6441516876220703
6.238326,6.267525672912598,1.643125057220459
6.167516,9.318758964538574,1.6424593925476074
5.8464394,5.113503456115723,1.6403846740722656
6.238325,7.917214393615723,1.640270709991455
5.043425,5.638253211975098,1.638948917388916
5.9506416,9.187087059020996,1.6388401985168457
6.068425,7.718966484069824,1.6381793022155762
5.8021173,6.751781463623047,1.6364974975585938
5.5214615,3.886056423187256,1.6359343528747559
6.238325,8.455931663513184,1.635603427886963
5.869298,6.853561878204346,1.6353554725646973
6.1047926,8.130767822265625,1.6353225708007812
5.8861027,4.9208149909973145,1.634608268737793
6.238324,5.7212233543396,1.6344528198242188
6.238326,5.080916881561279,1.634237289428711
6.098075,5.499986171722412,1.6322135925292969
5.0751734,5.52286434173584,1.6308865547180176
5.880533,9.795880317687988,1.6306877136230469
6.2383246,5.04575252532959,1.6286883354187012
6.238324,5.031512260437012,1.6273932456970215
5.568345,6.853561878204346,1.6270642280578613
6.238325,9.229147911071777,1.626924991607666
5.075174,3.3372421264648438,1.6266083717346191
6.238324,3.8181562423706055,1.6262707710266113
6.190316,8.821022987365723,1.625420093536377
6.238326,5.5375871658325195,1.6252923011779785
5.777653,5.823879718780518,1.623793601989746
6.238326,9.880743980407715,1.6202154159545898
6.238326,5.040953636169434,1.6190495491027832
6.238325,6.14260721206665,1.6178407669067383
6.238325,7.718966484069824,1.6161937713623047
6.238326,6.327809810638428,1.615443229675293
6.2045574,3.537601947784424,1.6139888763427734
6.238325,4.690367698669434,1.6129493713378906
6.238325,6.8443603515625,1.6128120422363281
6.238326,8.301030158996582,1.612227439880371
6.016158,9.82973861694336,1.612074851989746
5.869299,6.397831439971924,1.6117510795593262
6.238326,5.187079906463623,1.6115188598632812
6.238326,5.52286434173584,1.6110682487487793
5.5606823,2.698970079421997,1.6109297275543213
6.238326,5.026867389678955,1.6100883483886719
