model,n,rmse,rmse_ci_low,rmse_ci_high,r_ci_low,r_ci_high
mlp_chemberta_100M_esm2_150M,4715,1.1439955,1.1161937206983565,1.170326578617096,0.6547772353751881,0.6914328014178348
mlp_chemberta_100M_prot_electra_256,4715,1.1441597,1.1167884737253189,1.173238080739975,0.6552141041402584,0.6918409567457849
distmat_cnn_kmer3_8000,4715,1.1448103,1.117332285642624,1.173165962100029,0.6550261025808305,0.6933012728316449
lstm_smiles_atom_protein_bpe_1000,4715,1.1455551,1.1163181900978087,1.172831454873085,0.6372682265546438,0.6767418920456991
lstm_smiles_bpe_1000_protein_bpe_1000,4715,1.14558,1.1166551291942597,1.1760166198015214,0.6380190920126366,0.6795097195296501
bica_chemberta_600_esm2_8M_320,4715,1.1460911,1.11761374771595,1.1745876580476762,0.6526660758628052,0.6909321970531924
mlp_chemberta_prot_electra,4715,1.146617,1.1142395734786987,1.1775920033454894,0.6593840714081691,0.7009672088651919
bica_chemberta_5M_esm2_8M_320,4715,1.1467528,1.1189418643712998,1.174556890130043,0.6564334570225575,0.6925983736630255
transformer_chemberta_100M_esm2_35M_480,4715,1.1540401,1.126140034198761,1.1827514201402665,0.6574750470367025,0.6949463926595603
distmat_cnn_distmat_100_esm2_650M,4715,1.1548052,1.1287204056978226,1.178835266828537,0.6346472519243239,0.674221114873134
transformer_chemberta_5M_esmc_300M,4715,1.1550167,1.1260306656360626,1.1839353621006012,0.6704237423001386,0.7070902855400709
bica_chemberta_77M_esm2_650M,4715,1.1560217,1.1283466786146163,1.1858203947544097,0.6416525095695924,0.6802873102368638
transformer_chemberta_77M_esm2_150M,4715,1.1567807,1.1272228002548217,1.184693917632103,0.644989711251594,0.6851182410958851
mlp_medium_ecfp4_dipeptide__seed123,4925,1.1569967,1.1309201568365097,1.18401038646698,0.6203281608077679,0.6580853797320163
mlp_chemberta_600_esm2_150M,4715,1.1580384,1.1256416589021683,1.1918943762779235,0.6508651873876867,0.6931122537235771
mamba_smiles_bpe_1000_protein_bpe_1000,4715,1.1581059,1.1284460604190827,1.1874030858278275,0.6352221717447373,0.6747962888295816
transformer_chemberta_esm2_8M,4715,1.1583427,1.1289777040481568,1.1874102413654328,0.6548276088848799,0.6952896717722257
bica_chemberta_5M_esm2_650M,4715,1.1586065,1.1286288052797318,1.1904724299907685,0.6484647186104822,0.6902085262616872
transformer_chemberta_100M_esm2_8M_320,4715,1.1588635,1.1315938591957093,1.1856224447488786,0.6580636851165161,0.6949738069137691
distmat_cnn_distmat_100_prot_electra_256,4715,1.1589963,1.1297953754663468,1.187980917096138,0.6422630847695531,0.6848553916295549
mlp_medium_ecfp4_dipeptide__seed456,4837,1.1590676,1.133959823846817,1.1843165397644042,0.6261940654899153,0.6660099471144918
mlp_chemberta_77M_esm2_150M,4715,1.1591804,1.1278920143842697,1.1908973634243012,0.6478215503353081,0.688965635917387
distmat_cnn_prot_electra_256,4715,1.1603801,1.133100187778473,1.1888831913471223,0.6440979529902618,0.6817757524161411
transformer_chemberta_77M_esm2_650M,4715,1.1624888,1.129746600985527,1.19217129945755,0.6476850190128736,0.686679277920063
mlp_chemberta_esm2_8M__seed456,4837,1.162728,1.1389647275209427,1.1876761466264725,0.5766183234397723,0.6203595557442213
lstm_smiles_atom_protein_char,4715,1.1654173,1.138286092877388,1.1917974531650544,0.6312653331952828,0.6737211885959269
bica_chemberta_600_kmer3_8000,4715,1.1661092,1.1369304180145263,1.1950264006853104,0.6315029022562383,0.6707765709872456
mlp_chemberta_100M_esm2_35M_480,4715,1.1665118,1.1418741375207901,1.1925034165382384,0.6374084581595503,0.6746404381877259
bica_chemberta_5M_esm2_150M,4715,1.1672615,1.1365575075149537,1.1969524413347243,0.6291193787372589,0.6687183226187221
mlp_chemberta_esm2_35M,4715,1.1691692,1.1378866732120514,1.2021938502788543,0.6438348116651157,0.6845534236196245
mamba_smiles_bpe_1000_protein_char,4715,1.1721654,1.1424528539180756,1.2000977754592894,0.616288431097832,0.6570663157372713
bica_chemberta_esm2_8M__seed123,4925,1.1729218,1.1469659000635146,1.2022560089826584,0.608090585307278,0.6476208593993388
mamba_smiles_char_protein_char,4715,1.1754794,1.1481085956096648,1.2015962809324265,0.6271972977896225,0.6672888624922868
psichic_fine_tune,4715,1.1760652,1.149270012974739,1.2041580528020859,0.6080790777658805,0.650770500653647
bica_chemberta_esm2_8M,4715,1.1764395,1.1445532888174057,1.204894295334816,0.6353714174334195,0.6767691703022505
bica_chemberta_600_prot_electra_256,4715,1.1775131,1.145452904701233,1.2076943337917327,0.633748666773127,0.6739795213425652
mamba_smiles_bpe1000_protein_bpe1000,4715,1.1777562,1.147555899620056,1.2088173657655716,0.6244836972400849,0.6665461187709186
bica_chemberta_esm2_8M_dsm,4715,1.1782136,1.1488121062517167,1.2103078246116639,0.6401091267701489,0.6809547929866765
bica_chemberta_100M_esm2_650M,4715,1.1790733,1.153648003935814,1.2076800137758255,0.6235894141807513,0.6628469934512898
transformer_chemberta_77M_esmc_300M,4715,1.1791009,1.1538301318883897,1.2043626338243485,0.61159262033034,0.6502737781960377
bica_chemberta_esm2_8M_ranked,4715,1.1798179,1.1509583562612533,1.210063323378563,0.6226945517686192,0.663911158192235
transformer_chemberta_100M_esmc_300M,4715,1.1805482,1.1520017206668853,1.2113599866628646,0.6456663436783668,0.6834931147124642
mamba_smiles_atom_protein_char,4715,1.1808355,1.1533450543880464,1.2077382177114486,0.6238416996655591,0.6623002493994196
bica_chemberta_5M_prot_electra_256,4715,1.1809751,1.1506612598896027,1.2124622374773026,0.61973567399754,0.6618870630366349
mlp_chemberta_100M_esm2_8M_320,4715,1.1809974,1.1540669918060302,1.206536465883255,0.6130737605621405,0.6533863440392991
mlp_chemberta_esm2_8M__seed123,4925,1.1819904,1.153061866760254,1.2083413004875183,0.61987314530847,0.6595103959109746
bica_v2_cb77M_mtr_esm2_150M,4715,1.1823084,1.1550268411636353,1.2109523952007293,0.6192454981077636,0.6619925192138503
bica_chemberta_600_esm2_650M,4715,1.1838952,1.1523409605026245,1.213012021780014,0.6217975624546818,0.6660531083737766
bica_chemberta_600_esm2_35M_480,4715,1.1839309,1.153037455677986,1.2140428006649018,0.6190583444975492,0.6627056412692497
transformer_chemberta_77M_prot_electra_256,4715,1.18408,1.1578077286481858,1.210157573223114,0.6173603086005403,0.6578822920774414
bica_chemberta_prot_electra,4715,1.1858348,1.1542979776859283,1.2129432380199432,0.6085482322469429,0.6524584584691552
bica_ecfp4_aac__seed456,4837,1.185984,1.159168180823326,1.2143442302942276,0.5670789442030161,0.612138541983891
transformer_chemberta_600_esm2_650M,4715,1.1863989,1.1583105802536011,1.217556005716324,0.6403896339871299,0.6808273598653999
bica_chemberta_600_esmc_300M,4715,1.1866833,1.1601775228977202,1.2144896745681764,0.6305417647283155,0.6718062394437626
bica_chemberta_600_esm2_150M,4715,1.1871129,1.1596993386745453,1.215990537405014,0.604511952817029,0.6492241914566227
distmat_cnn_distmat_100_esm2_8M_320,4715,1.1873084,1.1591962903738022,1.2166459798812865,0.6297302790198955,0.6694937701348759
bica_chemberta_100M_esm2_150M,4715,1.1874425,1.1561681181192398,1.2161305755376817,0.6149249585243193,0.6587281456835401
bica_v2_chemberta77M_tokens__cold_target,4930,1.1881765,1.1636480271816254,1.2128016501665115,0.5146601652258379,0.5643033064436662
transformer_chemberta_600_kmer3_8000,4715,1.1883352,1.159221202135086,1.2161652266979217,0.6366262278237188,0.6751947744261325
bica_chemberta_esm2_8M__seed456,4837,1.1900922,1.1625915497541428,1.2169398725032807,0.5575450450645864,0.6030569107780351
transformer_chemberta_5M_esm2_650M,4715,1.1905977,1.1626369565725327,1.217373612523079,0.5964876597314142,0.6357742824057204
lstm_smiles_char_protein_bpe_1000,4715,1.1907132,1.1643319219350814,1.2189759343862534,0.6100175420753464,0.6514260018191385
transformer_chemberta_100M_esm2_650M,4715,1.1908609,1.1640727281570435,1.2165381193161011,0.6217498377934881,0.6592911515579033
transformer_chemberta_600_esm2_35M_480,4715,1.1911882,1.1613733172416687,1.221272921562195,0.6240653288479483,0.6664268755142988
transformer_chemberta_esm2_35M,4715,1.1914217,1.162046280503273,1.2199004590511322,0.597781848361042,0.6420812414574665
mlp_deep_ecfp6_kmer3,4715,1.1925644,1.1631626456975936,1.2245142042636872,0.6375727511940014,0.6792635504706555
mlp_chemberta_esm2_8M,4715,1.1930845,1.163771742582321,1.2237271606922149,0.6258486198257572,0.6675891343373755
bica_chemberta_77M_esm2_8M_320,4715,1.1931639,1.1606838613748551,1.2243073403835296,0.6318356562825153,0.6738435534513779
gat_mol_graph_esm2_650M,4715,1.1938629,1.1637789607048035,1.2244956135749816,0.6230355374786217,0.6636315871937305
mlp_deep_ecfp6_kmer3__seed123,4925,1.1939952,1.1655538588762284,1.2213609278202058,0.6051360588384478,0.6459864633401163
lstm_smiles_bpe512_protein_bpe512,4715,1.194727,1.165692675113678,1.2232238471508026,0.6264923524416326,0.6651304500370488
gat_ecfp_esm2_8M_ranked,4715,1.196293,1.1654203623533248,1.227052354812622,0.6224742488365141,0.6630162620852614
transformer_chemberta_100M_esm2_150M,4715,1.1969695,1.1691632926464082,1.2241628289222717,0.6047920812374395,0.649433958330397
transformer_chemberta_600_prot_electra_256,4715,1.1976057,1.169399020075798,1.2251460134983063,0.61221809190605,0.6558539847610462
transformer_chemberta_77M_esm2_8M_320,4715,1.1978744,1.1707709103822708,1.2258758783340453,0.6163901056181522,0.6574268364163307
transformer_ecfp6_1024_prot_electra_256,4715,1.1979668,1.169044914841652,1.2259686172008515,0.6130885741471663,0.6545407091178782
bica_v2_singlelayer,4715,1.1987004,1.1645881235599518,1.2292627841234207,0.6180328747664929,0.6625748848209678
transformer_chemberta_5M_prot_electra_256,4715,1.2020034,1.1742071211338043,1.2294770628213882,0.6212723011032769,0.6598663071324031
gcn_mol_graph_esm2_35M_480,4715,1.2023588,1.173119807243347,1.229694652557373,0.5940694826169561,0.635944067486314
transformer_chemberta_600_esm2_150M,4715,1.2028868,1.1757385730743408,1.2311313211917878,0.6135255637494715,0.6546106262748954
bica_chemberta_5M_esmc_300M,4715,1.2030431,1.1735781520605086,1.2327373892068862,0.6105998142249686,0.6527107801356523
mlp_chemberta_aac,4715,1.2032237,1.1744317084550857,1.2348644584417343,0.6057903539653041,0.6497125842077109
bica_chemberta_100M_esm2_35M_480,4715,1.203347,1.176921072602272,1.2315151900053025,0.6067452534782642,0.6478882549715519
mlp_ecfp6_1024_prot_electra_256,4715,1.2035567,1.1738430947065353,1.233701828122139,0.6361555545769645,0.675993968286988
bica_v2_noffn,4715,1.2036352,1.1688386976718903,1.2371969550848008,0.6233180913095568,0.6678120306859823
bica_chemberta_77M_esm2_150M,4715,1.203995,1.1770782262086867,1.2321112364530564,0.6049265192317903,0.6469128666187522
gcn_mol_graph_esmc_300M,4715,1.2072718,1.1765750229358674,1.2398166984319687,0.6041284820851782,0.6469454738220416
bica_v2_full,4715,1.2076259,1.1786795467138291,1.2366638332605362,0.5990741936393184,0.6419617701052163
gcn_mol_graph_esm2_150M,4715,1.2085886,1.1756157249212265,1.243759647011757,0.6111504159716372,0.6558726089461606
gat_mol_graph_esmc_300M,4715,1.20877,1.1802147954702378,1.2399402767419816,0.6128241906105685,0.6522114292951804
transformer_ecfp4_aac,4715,1.2095473,1.1825977683067321,1.237802055478096,0.5855152486021473,0.6273984199301692
transformer_seq_smiles_atom_protein_char,4715,1.209643,1.182910716533661,1.2340010344982146,0.5862603405354537,0.6260435721301386
transformer_chemberta_600_esm2_8M_320,4715,1.209908,1.1802037805318832,1.2408938705921173,0.6405499154499427,0.6822237745467031
transformer_seq_smiles_char_protein_bpe_1000,4715,1.2107934,1.1842709749937057,1.2365923136472703,0.5830971796107814,0.6255417310919669
bica_chemberta_prot_electra_dsm,4715,1.211504,1.1800327837467193,1.2431095570325852,0.6056329586792552,0.6497077309571601
transformer_chemberta_5M_esm2_35M_480,4715,1.2127109,1.182419016957283,1.240946289896965,0.6191126168911165,0.6604212199246114
mlp_chemberta_esm2_8M__cold_target,4930,1.2138436,1.1853232741355897,1.240413025021553,0.5109222820010738,0.5622374269045349
mlp_ecfp4_esm2_8M__seed123,4925,1.2141162,1.1865541160106658,1.241852331161499,0.5884392898467953,0.6298628738066646
gcn_mol_graph_kmer3_8000,4715,1.214132,1.1857831269502639,1.2420475274324416,0.5990204706541725,0.6414289865306605
bica_ecfp6_1024_kmer3_8000,4715,1.2143985,1.1840287536382674,1.2449056148529052,0.610467628809398,0.653137430560633
gat_mol_graph_esm2_35M_480,4715,1.2147588,1.181299301981926,1.246970635652542,0.6122690984030666,0.6565121533250146
transformer_ecfp6_1024_kmer3_8000,4715,1.2152737,1.185256266593933,1.2446033626794815,0.6149704820052232,0.6571495475690936
gcn_mol_graph_esm2_8M_320,4715,1.2156214,1.1828672975301742,1.2536360025405884,0.6131322108935331,0.6564354836701606
gcn_ecfp_esm2_8M,4715,1.215809,1.1832736074924468,1.2500564724206924,0.6193006957776155,0.6611319754043277
gat_mol_graph_kmer3_8000,4715,1.2161344,1.183418908715248,1.246214359998703,0.6211097413271753,0.6613748586034971
mlp_smiles_char_kmer3_8000,4715,1.2169956,1.1893637150526046,1.2438411086797714,0.5895244091489895,0.6308766507124128
gcn_ecfp_esm2_8M_recon,4715,1.2187165,1.1868654936552048,1.2457542568445206,0.5920473684370342,0.63495762836095
mlp_ecfp6_1024_protein_char,4715,1.219198,1.192742544412613,1.246745875477791,0.6061952344673208,0.6444874050384427
transformer_seq_smiles_char_protein_char,4715,1.2215466,1.194996753334999,1.248798418045044,0.5767620079703799,0.618522309675299
transformer_chemberta_77M_esm2_35M_480,4715,1.2216318,1.1925995379686356,1.250512284040451,0.6061247068984759,0.6495921946480694
lstm_smiles_bpe1000_protein_bpe1000,4715,1.2227055,1.1956769406795502,1.2498971074819565,0.6135658721317684,0.6504826084562255
bica_chemberta_100M_esmc_300M,4715,1.2242935,1.1948293566703796,1.2539526373147964,0.5997554480364536,0.6428078027390669
transformer_seq_smiles_atom_protein_bpe_1000,4715,1.2247189,1.194597589969635,1.2529973983764648,0.5953044107008234,0.6367121503086209
transformer_chemberta_5M_esm2_8M_320,4715,1.2254546,1.1974392652511596,1.2558178097009658,0.5933198572296088,0.6379860564003933
gcn_mol_graph_prot_electra_256,4715,1.2255077,1.196512109041214,1.2568156242370605,0.5924117017224517,0.6356396127224041
bica_chemberta_5M_esm2_35M_480,4715,1.2270898,1.1938988596200943,1.2558007538318634,0.5758584625427453,0.6204855295837484
gat_mol_graph_prot_electra_256,4715,1.227407,1.1965089231729507,1.258866798877716,0.6005607349468446,0.6450363014865363
mamba_smiles_atom_protein_bpe_1000,4715,1.2279348,1.2003995209932328,1.2569081276655196,0.5618113177689322,0.6066020443326788
transformer_seq_smiles_bpe512_protein_bpe512,4715,1.2282332,1.1994056433439255,1.258418360352516,0.5621134900471001,0.6082763368038238
gat_mol_graph_esm2_150M,4715,1.228464,1.194521313905716,1.2609556436538696,0.5985820982559006,0.6447199230679155
bica_chemberta_77M_prot_electra_256,4715,1.2297156,1.2001748919486999,1.2585311084985733,0.5612595130971769,0.6069839501743054
transformer_smiles_char_prot_electra_256,4715,1.2298654,1.2031872153282166,1.2578452378511429,0.5653550382569582,0.6099918672074542
gcn_mol_graph_esm2_650M,4715,1.2328628,1.2024494767189027,1.2616682469844818,0.5795551915649949,0.6225038892258519
bica_smiles_char_kmer3_8000,4715,1.2339225,1.2069574862718582,1.26224485039711,0.5602180486148935,0.6064983591617001
mamba_smiles_bpe512_protein_bpe512,4715,1.2339509,1.2056056588888169,1.2626428574323654,0.6099965310974711,0.6502883650449739
transformer_chemberta_600_esmc_300M,4715,1.2351658,1.2074912250041963,1.2644124448299408,0.564783752045097,0.6076244417523327
transformer_smiles_char_kmer3_8000,4715,1.2410343,1.2131150245666504,1.2682072877883912,0.5633894234395743,0.6112925935013886
bica_chemberta_77M_esmc_300M,4715,1.2441251,1.214752382040024,1.2740910321474075,0.5743254201794458,0.6185049543683461
lstm_smiles_char_protein_char,4715,1.2462281,1.2178326934576034,1.2729471266269683,0.6064139593670596,0.6455274848000928
bica_chemberta_77M_esm2_35M_480,4715,1.2485193,1.2180554866790771,1.2797794312238693,0.5732580240595277,0.6222472292416559
transformer_chemberta_600_protein_char,4715,1.2486739,1.2225566238164902,1.275277280807495,0.5413881015990311,0.5880149677139985
bica_chemberta_100M_esm2_8M_320,4715,1.249067,1.2223676830530166,1.2735437422990799,0.5429936025323953,0.5862856132586841
lstm_smiles_bpe_1000_protein_char,4715,1.2523893,1.220965611934662,1.2809719562530517,0.568608507913406,0.6123874517307841
ridge_chemberta_5M_esm2_35M_480,4715,1.2544208,1.2235434979200364,1.2851470798254012,0.5738914013060573,0.6163762966258731
ridge_chemberta_5M_esm2_150M,4715,1.254496,1.223718136548996,1.2853120625019074,0.5762892428309745,0.6200536944344959
gat_ecfp_esm2_8M,4715,1.2550546,1.2255099207162856,1.2868171155452728,0.5763561041874765,0.6199888790370478
bica_chemberta_600_protein_char,4715,1.2557545,1.2269215136766434,1.2858732104301454,0.5541688650737709,0.6012867046122939
gat_ecfp_esm2_8M_recon,4715,1.2562689,1.2233202278614044,1.2884062439203263,0.5946989267040667,0.6356956195113137
