feature,importance
ECFP4_1998,0.00038061597
ECFP4_1548,0.00038028776
ECFP4_716,0.00038028223
ECFP4_992,0.0003791862
ECFP4_1942,0.0003791688
ECFP4_871,0.00037841394
ECFP4_1553,0.0003780376
ECFP4_1460,0.00037662592
ECFP4_674,0.00037655153
ECFP4_1321,0.0003763725
ECFP4_60,0.0003762447
ECFP4_1939,0.0003758005
ECFP4_2016,0.0003756093
ECFP4_715,0.00037540888
ECFP4_1910,0.00037317013
ECFP4_479,0.000372866
ECFP4_1828,0.00037272694
ECFP4_175,0.00037261038
ECFP4_1624,0.0003724164
ECFP4_1384,0.00037231116
ECFP4_1096,0.00037153382
ECFP4_321,0.0003712669
ECFP4_1178,0.00037094366
ECFP4_202,0.0003708351
ECFP4_147,0.0003707483
ECFP4_1690,0.00037022916
ECFP4_379,0.00037005288
ECFP4_1331,0.00036980718
ECFP4_1399,0.00036716816
ECFP4_1589,0.0003670095
ECFP4_449,0.00036667095
ECFP4_1643,0.00036632788
ECFP4_1147,0.00036573166
ECFP4_1262,0.0003648841
ECFP4_965,0.0003638189
ECFP4_665,0.00036366293
ECFP4_984,0.000363062
ECFP4_1228,0.00036213358
ECFP4_1421,0.00036120307
ECFP4_409,0.000361077
ECFP4_1468,0.00036097976
ECFP4_1483,0.00036086538
ECFP4_313,0.0003607297
ECFP4_1712,0.00036052367
ECFP4_1346,0.00036051593
ECFP4_1221,0.0003601122
ECFP4_2044,0.00035922797
ECFP4_1775,0.0003583354
ECFP4_1871,0.00035807988
ECFP4_658,0.00035767382
ECFP4_1937,0.00035729865
ECFP4_486,0.0003570489
ECFP4_1238,0.0003565468
ECFP4_1180,0.0003564969
ECFP4_768,0.0003552923
ECFP4_582,0.00035508475
ECFP4_1037,0.00035467837
ECFP4_1587,0.00035442226
ECFP4_1229,0.0003539058
ECFP4_1572,0.00035374518
ECFP4_274,0.00035241467
ECFP4_164,0.00035226214
ECFP4_1364,0.00035222687
ECFP4_534,0.00035218956
ECFP4_807,0.00035174916
ECFP4_1009,0.0003516519
ECFP4_1199,0.00035132119
ECFP4_1385,0.00035112203
ECFP4_1293,0.00035093763
ECFP4_205,0.00034961695
ECFP4_240,0.00034932242
ECFP4_1143,0.00034917283
ECFP4_527,0.00034831956
ECFP4_1165,0.0003482252
ECFP4_352,0.00034782276
ECFP4_1142,0.0003476245
ECFP4_1389,0.00034730142
ECFP4_917,0.0003464193
ECFP4_173,0.00034602344
ECFP4_1175,0.00034560575
ECFP4_1279,0.00034553785
ECFP4_1613,0.00034551148
ECFP4_1660,0.00034356577
