feature,importance
AAC_C,0.023802038546711146
AAC_S,0.023012886806647374
AAC_D,0.020948517457004535
AAC_L,0.019526262109324358
AAC_E,0.019475580307632495
AAC_G,0.018831877194005
AAC_W,0.018340694692660885
AAC_F,0.017556331937259268
AAC_H,0.017155277554914545
AAC_T,0.01685655919409554
AAC_Q,0.016703687342867934
AAC_K,0.01665447018495686
AAC_M,0.01652448559566404
AAC_P,0.016483847210213173
AAC_A,0.016369143209864847
AAC_R,0.016180939174641668
AAC_N,0.016029221082870637
AAC_Y,0.015769862605443257
AAC_I,0.015734391701727628
AAC_V,0.015655272088572886
ECFP4_926,0.005601421917569134
ECFP4_1921,0.003411799219744898
ECFP4_610,0.003219539398392484
ECFP4_1764,0.002774195611583072
ECFP4_875,0.002698967618335507
ECFP4_1057,0.0023332255082454886
ECFP4_1234,0.0023046350233016984
ECFP4_1060,0.0022511451651339204
ECFP4_833,0.0021820843156849824
ECFP4_1452,0.0020394339786834912
ECFP4_1152,0.0020361296803482953
ECFP4_1607,0.002018930480743633
ECFP4_1019,0.0019689815343358376
ECFP4_1494,0.001959081265805688
ECFP4_796,0.0018877006898034522
ECFP4_389,0.0018765858273325886
ECFP4_935,0.0017774145632353474
ECFP4_80,0.0017744489740617827
ECFP4_1325,0.001770443086802954
ECFP4_1754,0.001758120869049827
ECFP4_1386,0.0017558557383085666
ECFP4_1171,0.0017209976176696972
ECFP4_1114,0.0016853362227514487
ECFP4_378,0.0016758883015957056
ECFP4_807,0.0016531820207177682
ECFP4_1917,0.0016523188134771266
ECFP4_1480,0.0016512208554827126
ECFP4_1199,0.0016474071354485433
ECFP4_695,0.001629607152584899
ECFP4_1535,0.0016280930397379633
ECFP4_1323,0.0016274195579620088
ECFP4_310,0.001624318452250277
ECFP4_1,0.0015519316056435545
ECFP4_1476,0.0015205416864864615
ECFP4_650,0.0015195050844172306
ECFP4_91,0.001514953664874823
ECFP4_1257,0.0015121554835549847
ECFP4_1088,0.0015093702697413977
ECFP4_656,0.0014862859902012267
ECFP4_1722,0.00146411500112647
ECFP4_1791,0.0014496493106118617
ECFP4_580,0.001427094036201805
ECFP4_1303,0.001412878885843289
ECFP4_1855,0.001407228423438769
ECFP4_1928,0.0014036171218318168
ECFP4_314,0.0013927895002375749
ECFP4_263,0.0013908584325500104
ECFP4_1357,0.0013513793176040813
ECFP4_1021,0.0013407559918436895
ECFP4_1385,0.0013241271395294698
ECFP4_1145,0.001316457563265087
ECFP4_1392,0.0013159950841871802
ECFP4_1039,0.0012937966687551583
ECFP4_1274,0.001288109803800335
ECFP4_1866,0.0012845132183813843
ECFP4_841,0.001276811571934869
ECFP4_222,0.0012663391487160445
ECFP4_1683,0.0012608677538472274
ECFP4_699,0.0012569411941041133
ECFP4_573,0.0012479496570352896
ECFP4_1487,0.0012247883252178328
ECFP4_350,0.0012119460126015968
ECFP4_1516,0.0012075276117545623
ECFP4_1860,0.0011936137542105539
ECFP4_455,0.0011914323679576273
ECFP4_1162,0.001180942992483199
ECFP4_394,0.0011790669380173828
ECFP4_1160,0.001164044811520339
ECFP4_1536,0.0011531576176057794
ECFP4_1750,0.0011455566013666603
ECFP4_1288,0.00113896025785554
ECFP4_561,0.0011348572602419887
ECFP4_1380,0.0011330719460662764
ECFP4_403,0.0011284913321718882
ECFP4_74,0.0011216176690636687
ECFP4_1028,0.0011134503495118298
ECFP4_352,0.0011056512749349887
ECFP4_361,0.0010912264065717514
ECFP4_1602,0.0010903105868717295
ECFP4_191,0.0010813949898623677
ECFP4_739,0.0010771201934284345
ECFP4_1911,0.0010764952797594626
ECFP4_1064,0.001073958098626096
ECFP4_322,0.0010647883959441185
ECFP4_1107,0.0010559807988995045
ECFP4_267,0.001046396606834857
ECFP4_447,0.0010404751184176113
ECFP4_844,0.001030616417739886
ECFP4_1430,0.001029696064146111
ECFP4_896,0.0010226971350344855
ECFP4_736,0.0010161276302291533
ECFP4_486,0.0010155253969526949
ECFP4_407,0.0010089766271459358
ECFP4_843,0.0010062264211411034
ECFP4_1696,0.0010036064730479396
ECFP4_249,0.0009907302648070508
ECFP4_1077,0.00098233149215936
ECFP4_1970,0.0009799917065124346
ECFP4_1138,0.0009683719239914355
ECFP4_1950,0.0009668335583360177
ECFP4_1697,0.0009651319114410829
ECFP4_1601,0.0009649081505946521
ECFP4_1243,0.0009643101381966831
ECFP4_1292,0.0009624390633069128
ECFP4_1097,0.0009589914152360935
ECFP4_197,0.0009585408936861878
ECFP4_283,0.0009573444553837393
ECFP4_491,0.0009536462272374054
ECFP4_392,0.000952654091393066
ECFP4_1701,0.0009501826818832613
ECFP4_106,0.0009500811913081319
ECFP4_675,0.0009487437557245258
ECFP4_1236,0.0009420941338520778
ECFP4_444,0.0009367125417000367
ECFP4_456,0.0009327017541041185
ECFP4_1816,0.0009240516560887302
ECFP4_937,0.0009114455835157653
ECFP4_661,0.0009025351856998558
ECFP4_531,0.0009007473140995606
ECFP4_1066,0.0009000037505934311
ECFP4_116,0.0008893078428103212
ECFP4_13,0.0008870305381965845
ECFP4_97,0.0008849094747087911
ECFP4_294,0.0008833240856856308
ECFP4_745,0.0008832962659826077
ECFP4_1492,0.0008800023827178245
ECFP4_1457,0.0008797042453781442
ECFP4_1840,0.0008795901731152674
ECFP4_366,0.000874309615857442
ECFP4_1873,0.00087052178623119
ECFP4_1589,0.0008694572717776968
ECFP4_1027,0.0008639305263734796
ECFP4_1143,0.0008559763942266493
ECFP4_2004,0.0008525391303443084
ECFP4_1349,0.0008518981974751267
ECFP4_1765,0.0008501864783254633
ECFP4_1670,0.0008499135511131688
ECFP4_551,0.000847530269503873
ECFP4_1991,0.0008449184187387162
ECFP4_667,0.0008420775180586079
ECFP4_2,0.0008406923523437473
ECFP4_644,0.0008352501995064289
ECFP4_972,0.0008330521431226574
ECFP4_1410,0.0008286440748962218
ECFP4_114,0.0008277547251904107
ECFP4_1747,0.0008238069996543531
ECFP4_1737,0.0008212009192558192
ECFP4_140,0.000820752684157285
ECFP4_1738,0.00081974079380383
ECFP4_1174,0.000815632072363349
ECFP4_1573,0.0008140168067780168
ECFP4_1693,0.0008082136431153274
ECFP4_1909,0.0008065755274180374
ECFP4_694,0.000805111740761307
ECFP4_117,0.0008048964524166679
ECFP4_725,0.000802372977073794
ECFP4_974,0.000800168388899392
ECFP4_910,0.0007980359375454123
ECFP4_1977,0.0007973831290989054
ECFP4_1964,0.000795719389334429
ECFP4_1422,0.0007922644034012341
ECFP4_412,0.0007896758857073268
ECFP4_1403,0.0007872122293918687
ECFP4_1099,0.0007857402394056744
ECFP4_1564,0.0007842133256699364
ECFP4_980,0.0007832444352305748
ECFP4_1017,0.0007799643555469029
ECFP4_806,0.0007796066522647994
ECFP4_1512,0.0007784643700885879
ECFP4_996,0.0007765253813786285
ECFP4_443,0.0007745093551561745
ECFP4_715,0.000765200172680897
ECFP4_1224,0.0007647514676932845
ECFP4_950,0.0007627575846280463
ECFP4_1783,0.0007626301489278188
ECFP4_1440,0.000760487914436564
ECFP4_1285,0.0007552991996472791
ECFP4_1666,0.000754983443113202
ECFP4_1718,0.0007548116630817489
ECFP4_41,0.0007540253889207956
ECFP4_708,0.0007520239537300587
ECFP4_1034,0.0007510548485434732
ECFP4_1313,0.0007485654150020085
ECFP4_235,0.0007484881181333663
ECFP4_881,0.0007476372277511308
ECFP4_216,0.0007470803505666419
ECFP4_119,0.0007444656105588082
ECFP4_718,0.0007403722611758617
ECFP4_1644,0.0007378252768559028
ECFP4_1446,0.000734561409960007
ECFP4_890,0.0007261646709891628
ECFP4_219,0.0007243921270302635
ECFP4_794,0.0007242657765683843
ECFP4_1445,0.0007238308732195427
ECFP4_1920,0.0007207418811730732
ECFP4_45,0.0007193127865887121
ECFP4_289,0.0007177706167386275
ECFP4_1665,0.000714568635995637
ECFP4_1745,0.000711314928581397
ECFP4_1823,0.0007108169767945753
ECFP4_1070,0.0007089854633761836
ECFP4_1309,0.000708491657877337
ECFP4_381,0.0007050708369090836
ECFP4_713,0.0007045099735932946
ECFP4_242,0.000702045379242666
ECFP4_458,0.0006996284327565262
ECFP4_1959,0.0006982944262804026
ECFP4_281,0.0006975533811919368
ECFP4_1126,0.0006963761882351034
ECFP4_446,0.0006963337116802245
ECFP4_255,0.0006938584893413939
ECFP4_305,0.0006919142536584988
ECFP4_798,0.000690253484890897
ECFP4_1956,0.0006901577711231362
ECFP4_1657,0.0006880902631954043
ECFP4_1163,0.0006877898929614789
ECFP4_408,0.0006850524439255332
ECFP4_227,0.0006808325265631172
ECFP4_1455,0.0006803970840149862
ECFP4_678,0.0006797490506323177
ECFP4_387,0.0006768992306439075
ECFP4_963,0.0006743377914230613
ECFP4_802,0.0006690832978619815
ECFP4_1844,0.0006685182567781355
ECFP4_1537,0.0006681545551729777
ECFP4_231,0.0006623550989788005
ECFP4_1603,0.0006602023377123009
ECFP4_1110,0.0006587343885974266
ECFP4_750,0.0006571826969539201
ECFP4_983,0.0006557990540031312
ECFP4_1338,0.0006557936048700307
ECFP4_894,0.0006538823914387817
ECFP4_1164,0.0006520653031098821
ECFP4_888,0.0006461847010868805
ECFP4_158,0.0006457807386481431
ECFP4_1508,0.0006456045787467141
ECFP4_1689,0.0006448671853506358
ECFP4_1634,0.0006399593931408674
ECFP4_1937,0.0006387859549989223
ECFP4_1175,0.0006385081683815438
ECFP4_1128,0.0006383486726438916
ECFP4_999,0.0006351858213964996
ECFP4_1384,0.0006347790032882309
ECFP4_1978,0.0006339022493108017
ECFP4_192,0.0006303300585243835
ECFP4_94,0.0006280363882345762
ECFP4_1617,0.0006272327437708782
ECFP4_1101,0.0006269576842601408
ECFP4_165,0.0006257701561427449
ECFP4_102,0.0006255726910541483
ECFP4_1717,0.0006232271795016134
ECFP4_473,0.0006216620761860578
ECFP4_319,0.0006163705894267502
ECFP4_523,0.0006151811372489428
ECFP4_524,0.0006150763911519863
ECFP4_1296,0.0006147867656884817
ECFP4_552,0.0006142682506184683
ECFP4_1391,0.0006135756768776314
ECFP4_1984,0.0006122110396415453
ECFP4_354,0.0006069395664785785
ECFP4_384,0.0006049378237440745
ECFP4_1951,0.0006033027244992348
ECFP4_14,0.0006026747300435295
ECFP4_490,0.0006020587775118631
ECFP4_79,0.0006011416449189146
ECFP4_1946,0.0006002388182256503
ECFP4_1086,0.0005999521442984679
ECFP4_1405,0.0005984814700240521
ECFP4_1990,0.0005977347189801188
ECFP4_1910,0.0005975250366217424
ECFP4_162,0.0005971209004144624
ECFP4_4,0.0005967041102762605
ECFP4_430,0.0005935284739851299
ECFP4_1136,0.0005905969370846039
ECFP4_1014,0.0005880059650856152
ECFP4_892,0.0005871595332560027
ECFP4_527,0.0005863679027525186
ECFP4_464,0.000585562898148662
ECFP4_1854,0.000580429946133269
ECFP4_575,0.0005792150715787301
ECFP4_1453,0.0005786286451676351
ECFP4_1905,0.0005786170770103075
ECFP4_1915,0.000577791340515942
ECFP4_1604,0.0005773529154450784
ECFP4_1271,0.0005764053592012327
ECFP4_1865,0.0005748365100382707
ECFP4_1554,0.0005744777316727679
ECFP4_1645,0.0005738981467826947
ECFP4_1245,0.0005712927988398846
ECFP4_1312,0.0005630212408191606
ECFP4_428,0.000562411551306894
ECFP4_981,0.0005622167649187538
ECFP4_193,0.0005611517229633128
ECFP4_1221,0.0005598802015111332
ECFP4_335,0.0005575660798360566
ECFP4_1648,0.000556454887910377
ECFP4_1919,0.0005556549274444879
ECFP4_265,0.0005556120165330416
ECFP4_973,0.0005549291064638987
ECFP4_547,0.0005529095153455992
ECFP4_674,0.0005520651404943169
ECFP4_1761,0.0005518497390880772
ECFP4_784,0.0005512506991572868
ECFP4_343,0.0005500969825453625
ECFP4_504,0.0005497567434332297
ECFP4_2009,0.0005490667172525275
ECFP4_1441,0.000547032997507594
ECFP4_1810,0.0005445331389880519
ECFP4_118,0.0005438212081220732
ECFP4_689,0.000543161189053818
ECFP4_1346,0.0005374559129697889
ECFP4_1829,0.0005365012360279373
ECFP4_1467,0.0005357649589570908
ECFP4_849,0.0005357583673089983
ECFP4_1708,0.0005338010183845957
ECFP4_2011,0.0005334261880192884
ECFP4_341,0.0005329289758866665
ECFP4_1929,0.0005326834769522679
ECFP4_207,0.0005324848420405185
ECFP4_419,0.0005323331009563432
ECFP4_1451,0.0005310429509418193
ECFP4_1726,0.0005296855579435924
ECFP4_1004,0.0005284367593828836
ECFP4_46,0.0005282482564123387
ECFP4_1001,0.0005276299727091649
ECFP4_67,0.0005272473570505504
ECFP4_1778,0.0005252651042798674
ECFP4_203,0.0005252628800825871
