frac,n_train,rf_rmse,rf_pearson,rf_time,mlp_rmse,mlp_pearson,mlp_time,gap
0.05,988,1.320479902700619,0.447541131094249,1.877866506576538,1.4736664643689108,0.38986954,1.8654894828796387,0.1531865616682917
0.1,1976,1.2492751093253385,0.5339678853903613,3.5957908630371094,1.3260072766100044,0.49719113,3.1389083862304688,0.07673216728466592
0.2,3952,1.190787943050133,0.5926523448685351,8.557578325271606,1.2508374746577262,0.57230246,17.46291446685791,0.0600495316075933
0.4,7904,1.1463255646758,0.6328414045395219,22.960920810699463,1.167118439169652,0.62150395,10.93177056312561,0.020792874493852143
0.6,11856,1.1175587049874536,0.6578322132474171,43.07376050949097,1.1222102224906545,0.660969,17.85355305671692,0.004651517503200919
0.8,15808,1.1034313459657092,0.6710913850963574,65.64012026786804,1.0895186181965744,0.6832528,33.22117495536804,-0.01391272776913488
1.0,19760,1.0983554967275673,0.6741032567390498,91.35492610931396,1.1072631399236725,0.67241997,27.2936532497406,0.008907643196105264
